Time	ms	Pane1-EM102A_flow	Pane1-EM102A_power	Pane1-EM102A_retTemp	Pane1-EM102A_suppTemp	Pane1-PT102A1_pv	Pane1-PT102A2_pv
45354.930555555554747	0	6,024.0891307	12,307.073867	11.4214982	5.2572988	3.88088	5.65976
45354.9375	0	5,962.7645846	12,130.452263	11.4233716	5.2853286	3.88633	5.6490199
45354.944444444445253	0	5,938.727285	12,120.0301195	11.4264266	5.2689908	3.87574	5.6509599
45354.951388888890506	0	5,976.1735229	12,194.876296	11.427281	5.2705777	3.87328	5.6437
45354.958333333335759	0	5,962.2112816	12,166.6932315	11.427575	5.2709634	3.87669	5.63934
45354.965277777781012	0	6,019.5796414	12,303.361849	11.4258395	5.2591442	3.87147	5.64475
45354.972222222218988	0	6,093.1182768	12,411.5122555	11.4180766	5.2725386	3.8847001	5.64079
45354.979166666664241	0	6,048.1908158	12,352.55441	11.4227819	5.2609694	3.88394	5.6534299
45354.986111111109494	0	6,017.6364234	12,300.0346055	11.4326997	5.2659871	3.88503	5.6590299
45354.993055555554747	0	5,950.6027856	12,161.862087	11.4286726	5.2629237	3.88784	5.65978
45355	0	6,051.5098217	12,386.600026	11.424897	5.2498314	3.87753	5.66726
45355.006944444445253	0	6,134.6323365	12,520.9335835	11.428171	5.2696983	3.887	5.65703
45355.013888888890506	0	5,991.7999345	12,253.0578045	11.4298449	5.2594688	3.88658	5.65916
45355.020833333335759	0	5,985.5398977	12,217.0168115	11.4220825	5.2611378	3.88754	5.65756
45355.027777777781012	0	6,069.7640991	12,354.392575	11.4167826	5.2716472	3.8914601	5.65537
45355.034722222218988	0	6,045.2190645	12,333.0972525	11.4242462	5.2689044	3.88317	5.6603799
45355.041666666664241	0	5,991.9435544	12,197.329159	11.4285202	5.2875057	3.89234	5.64563
45355.048611111109494	0	6,032.8711253	12,310.578495	11.4332981	5.2769974	3.89172	5.64521
45355.055555555554747	0	6,028.8684813	12,311.5003705	11.4366983	5.2778714	3.8848	5.6496401
45355.0625	0	6,023.9693165	12,280.5565315	11.4233676	5.2756134	3.89032	5.6459801
45355.069444444445253	0	6,050.7745338	12,352.0992325	11.4157004	5.2576801	3.8863	5.6528
45355.076388888890506	0	6,119.4366114	12,443.535021	11.4091462	5.2778996	3.88966	5.6453301
